date,high,low,open,close,volume
2020-04-01T00:00:00+0000,21487.24,20784.43,21227.38,20943.51,508314589.0
2020-04-02T00:00:00+0000,21477.77,20735.02,20819.46,21413.44,534668793.0
2020-04-03T00:00:00+0000,21447.81,20863.09,21285.93,21052.53,451624607.0
2020-04-06T00:00:00+0000,22783.45,21693.63,21693.63,22679.99,614200990.0
2020-04-07T00:00:00+0000,23617.24,22634.45,23537.44,22653.86,595873522.0
2020-04-08T00:00:00+0000,23513.4,22682.99,22893.47,23433.57,476091257.0
2020-04-09T00:00:00+0000,24008.99,23504.09,23690.66,23719.37,568716209.0
2020-04-13T00:00:00+0000,23698.93,23095.35,23698.93,23390.77,396556314.0
2020-04-14T00:00:00+0000,24040.58,23683.44,23690.57,23949.76,487957024.0
2020-04-15T00:00:00+0000,23649.72,23233.32,23600.72,23504.35,442149588.0
2020-04-16T00:00:00+0000,23598.08,23211.38,23543.66,23537.68,478624619.0
2020-04-17T00:00:00+0000,24264.21,23817.15,23817.15,24242.49,530277705.0
2020-04-20T00:00:00+0000,24108.6895,23627.1895,24095.0996,23650.4395,423410000.0
2020-04-21T00:00:00+0000,23365.25,22941.8809,23365.25,23018.8809,485140000.0
2020-04-22T00:00:00+0000,23613.0996,23339.5996,23437.3398,23475.8203,352880000.0
2020-04-23T00:00:00+0000,23885.3594,23483.3496,23543.0898,23515.2598,389290000.0
2020-04-24T00:00:00+0000,23826.0,23417.6797,23628.2402,23775.2695,376020000.0
2020-04-27T00:00:00+0000,24207.6504,23840.6094,23866.1504,24133.7793,389390000.0
2020-04-28T00:00:00+0000,24512.2402,24031.1992,24357.1699,24101.5508,400250000.0
2020-04-29T00:00:00+0000,24764.7695,24453.9902,24490.3691,24633.8594,455290000.0
2020-04-30T00:00:00+0000,24585.5703,24186.9004,24585.5703,24345.7207,487840000.0
2020-05-01T00:00:00+0000,24120.7793,23645.3008,24120.7793,23723.6895,418160000.0
2020-05-04T00:00:00+0000,23769.56,23361.16,23581.55,23749.76,358391055.0
2020-05-05T00:00:00+0000,24169.72,23868.91,23958.88,23883.09,374487141.0
2020-05-06T00:00:00+0000,24054.5898,23661.1406,23978.8809,23664.6406,377450000.0
2020-05-07T00:00:00+0000,24094.6191,23834.3906,23837.2109,23875.8906,369890000.0
2020-05-08T00:00:00+0000,24349.9004,24107.0508,24107.8203,24331.3203,335760000.0
2020-05-11T00:00:00+0000,24366.21,24070.22,24256.45,24221.99,356508304.0
2020-05-12T00:00:00+0000,24382.09,23761.58,24292.84,23764.78,361561666.0
2020-05-13T00:00:00+0000,23708.9004,23067.6406,23702.1602,23247.9707,469950000.0
2020-05-14T00:00:00+0000,23630.8594,22789.6191,23049.0605,23625.3398,472700000.0
2020-05-15T00:00:00+0000,23730.0801,23354.1504,23454.8301,23685.4199,491510000.0
2020-05-18T00:00:00+0000,24708.5391,24059.9805,24059.9805,24597.3691,484190000.0
2020-05-19T00:00:00+0000,24599.5,24202.9609,24577.4805,24206.8594,374100000.0
2020-05-20T00:00:00+0000,24649.4805,24455.9395,24455.9395,24575.9004,366510000.0
2020-05-21T00:00:00+0000,24718.4609,24370.8809,24564.2695,24474.1191,346770000.0
2020-05-22T00:00:00+0000,24481.6406,24294.0703,24461.9805,24465.1602,255660000.0
2020-05-26T00:00:00+0000,25176.4199,24781.8398,24781.8398,24995.1094,424380000.0
2020-05-27T00:00:00+0000,25551.5605,25009.8691,25298.6309,25548.2695,411230000.0
2020-05-28T00:00:00+0000,25758.7891,25358.7305,25697.3594,25400.6406,377800000.0
2020-05-29T00:00:00+0000,25482.8008,25031.6699,25324.1504,25383.1094,527620000.0
2020-06-01T00:00:00+0000,25508.8301,25220.6602,25342.9902,25475.0195,338310000.0
2020-06-02T00:00:00+0000,25743.1309,25523.7402,25582.5195,25742.6504,352610000.0
2020-06-03T00:00:00+0000,26337.75,25906.8809,25906.8809,26269.8906,398790000.0
2020-06-04T00:00:00+0000,26384.0996,26082.3105,26226.4902,26281.8203,372190000.0
2020-06-05T00:00:00+0000,27338.3008,26836.8008,26836.8008,27110.9805,542310000.0
2020-06-08T00:00:00+0000,27580.2109,27232.4805,27232.9297,27572.4395,430200000.0
2020-06-09T00:00:00+0000,27447.3691,27151.0605,27447.3691,27272.3008,381430000.0
2020-06-10T00:00:00+0000,27355.22,26938.05,27251.89,26989.99,449987235.0
2020-06-11T00:00:00+0000,26294.0801,25082.7207,26282.5098,25128.1699,647780000.0
2020-06-12T00:00:00+0000,25965.5508,25078.4102,25659.4199,25605.5391,514440000.0
2020-06-15T00:00:00+0000,25891.5801,24843.1797,25270.3906,25763.1602,461230000.0
2020-06-16T00:00:00+0000,26611.0293,25811.6992,26326.6797,26289.9805,489500000.0
2020-06-17T00:00:00+0000,26400.07,26068.41,26330.52,26119.61,330570758.0
2020-06-18T00:00:00+0000,26154.1992,25848.5293,26016.4492,26080.0996,328390000.0
2020-06-19T00:00:00+0000,26451.4395,25759.6602,26213.0996,25871.4609,669390000.0
2020-06-22T00:00:00+0000,26059.8105,25667.6797,25865.0801,26024.9609,351780000.0
2020-06-23T00:00:00+0000,26314.9707,26105.9707,26159.3906,26156.0996,389980000.0
2020-06-24T00:00:00+0000,25992.9609,25296.7305,25992.9609,25445.9395,450120000.0
2020-06-25T00:00:00+0000,25769.6094,25209.7891,25365.2207,25745.5996,384560000.0
2020-06-26T00:00:00+0000,25641.6895,24971.0293,25641.6895,25015.5508,640860000.0
2020-06-29T00:00:00+0000,25601.1504,25096.1602,25152.4492,25595.8008,378070000.0
2020-06-30T00:00:00+0000,25905.3809,25475.1406,25512.4297,25812.8809,410780000.0
2020-07-01T00:00:00+0000,26019.3105,25713.6094,25879.3809,25734.9707,373180000.0
2020-07-02T00:00:00+0000,26204.4102,25778.1191,25936.4492,25827.3594,349130000.0
2020-07-06T00:00:00+0000,26297.53,25996.08,25996.08,26287.03,342259874.0
2020-07-07T00:00:00+0000,26174.93,25866.58,26172.01,25890.18,349001236.0
2020-07-08T00:00:00+0000,26109.4902,25816.25,25950.0605,26067.2793,337300000.0
2020-07-09T00:00:00+0000,26103.2793,25523.5098,26094.9199,25706.0898,387610000.0
2020-07-10T00:00:00+0000,26101.3203,25637.5,25690.3496,26075.3008,338170000.0
2020-07-13T00:00:00+0000,26639.0898,26044.2305,26225.0703,26085.8008,425320000.0
2020-07-14T00:00:00+0000,26690.5195,25994.9805,26044.1699,26642.5898,401640000.0
2020-07-15T00:00:00+0000,27071.3301,26692.4805,27009.8105,26870.0996,384900000.0
2020-07-16T00:00:00+0000,26879.1602,26590.0098,26746.5703,26734.7109,287330000.0
2020-07-17T00:00:00+0000,26808.4297,26619.8809,26774.6191,26671.9492,296460000.0
2020-07-20T00:00:00+0000,26765.0195,26504.1992,26660.2891,26680.8691,309390000.0
2020-07-21T00:00:00+0000,27025.3809,26766.2207,26833.1406,26840.4004,364930000.0
2020-07-22T00:00:00+0000,27035.2402,26794.1895,26824.5605,27005.8398,404340000.0
2020-07-23T00:00:00+0000,26973.8496,26560.0391,26955.9707,26652.3301,419800000.0
2020-07-24T00:00:00+0000,26625.6992,26402.8594,26533.4102,26469.8906,494170000.0
2020-07-27T00:00:00+0000,26625.4609,26426.9199,26447.6699,26584.7695,400930000.0
2020-07-28T00:00:00+0000,26556.8398,26361.7109,26529.4492,26379.2793,361090000.0
2020-07-29T00:00:00+0000,26602.4492,26375.3906,26388.4395,26539.5703,347580000.0
2020-07-30T00:00:00+0000,26374.9297,25992.2793,26367.4199,26313.6504,351540000.0
2020-07-31T00:00:00+0000,26440.0195,26013.5898,26409.3301,26428.3203,488050000.0
2020-08-03T00:00:00+0000,26707.2598,26534.3809,26542.3203,26664.4004,439380000.0
2020-08-04T00:00:00+0000,26832.7207,26597.8203,26664.6094,26828.4707,346350000.0
2020-08-05T00:00:00+0000,27221.6699,26924.7793,26924.7793,27201.5195,366000000.0
2020-08-06T00:00:00+0000,27394.0996,27145.25,27170.8203,27386.9805,322460000.0
2020-08-07T00:00:00+0000,27456.2402,27223.5508,27321.6797,27433.4805,321170000.0
2020-08-10T00:00:00+0000,27803.8594,27488.2109,27488.2109,27791.4395,360340000.0
2020-08-11T00:00:00+0000,28154.8809,27624.5098,27961.6406,27686.9102,428220000.0
2020-08-12T00:00:00+0000,28043.8906,27843.3203,27860.2402,27976.8398,340210000.0
2020-08-13T00:00:00+0000,27986.0996,27789.7793,27922.5098,27896.7207,360160000.0
2020-08-14T00:00:00+0000,27977.8105,27759.3906,27828.9297,27931.0195,275540000.0
2020-08-17T00:00:00+0000,27999.8105,27816.4004,27970.0508,27844.9102,286860000.0
2020-08-18T00:00:00+0000,27891.1191,27668.7891,27853.4805,27778.0703,276170000.0
2020-08-19T00:00:00+0000,27920.4199,27647.6699,27811.2598,27692.8809,312954409.0
2020-08-20T00:00:00+0000,27781.4609,27526.25,27622.6797,27739.7305,306052893.0
2020-08-21T00:00:00+0000,27959.4805,27686.7793,27758.1309,27930.3301,374339179.0
