date,high,low,open,close,volume
2020-08-10T00:00:00+0000,497.4584,478.6269,493.35,483.38,4691185.0
2020-08-11T00:00:00+0000,480.92,466.55,479.75,466.93,7296158.0
2020-08-12T00:00:00+0000,482.49,470.18,471.34,475.47,5419848.0
2020-08-13T00:00:00+0000,484.45,476.45,478.4,481.33,2999107.0
2020-08-14T00:00:00+0000,488.325,480.21,482.82,482.68,2931297.0
2020-08-17T00:00:00+0000,486.24,479.1,484.19,482.35,2409957.0
2020-08-18T00:00:00+0000,495.3,482.8,484.35,491.87,3491079.0
2020-08-19T00:00:00+0000,494.4985,483.5,493.93,484.53,3135249.0
2020-08-20T00:00:00+0000,498.94,483.89,484.69,497.9,5106741.0
2020-08-21T00:00:00+0000,498.13,490.0,496.46,492.31,3885500.0
