date,high,low,open,close,volume
2020-04-01T00:00:00+0000,513.9548,475.1,504.0,481.56,13353180.0
2020-04-02T00:00:00+0000,494.2599,446.4,481.03,454.47,19858427.0
2020-04-03T00:00:00+0000,515.49,468.3901,509.5,480.01,22562076.0
2020-04-06T00:00:00+0000,521.0,497.96,511.2,516.24,14901836.0
2020-04-07T00:00:00+0000,565.0,532.34,545.0,545.45,17919784.0
2020-04-08T00:00:00+0000,557.2081,533.33,554.2,548.84,12656024.0
2020-04-09T00:00:00+0000,575.1818,557.11,562.09,573.0,13650000.0
2020-04-13T00:00:00+0000,652.0,580.53,590.16,650.95,22475421.0
2020-04-14T00:00:00+0000,741.88,692.43,698.97,709.89,30576511.0
2020-04-15T00:00:00+0000,753.13,710.0,742.0,729.83,23577001.0
2020-04-16T00:00:00+0000,759.45,706.715,716.94,745.21,20657862.0
2020-04-17T00:00:00+0000,774.95,747.66,772.28,753.89,13128237.0
2020-04-20T00:00:00+0000,765.57,712.21,732.7,746.36,14746577.0
2020-04-21T00:00:00+0000,753.33,673.79,730.12,686.72,20209093.0
2020-04-22T00:00:00+0000,734.0,688.71,703.98,732.11,14224831.0
2020-04-23T00:00:00+0000,734.0,703.13,727.6,705.63,13236697.0
2020-04-24T00:00:00+0000,730.73,698.18,710.81,725.15,13237612.0
2020-04-27T00:00:00+0000,799.49,735.0,737.61,798.75,20681442.0
2020-04-28T00:00:00+0000,805.0,756.69,795.64,769.12,15221964.0
2020-04-29T00:00:00+0000,803.1999,783.16,790.17,800.51,16215982.0
2020-04-30T00:00:00+0000,869.82,763.5,855.19,781.88,28471854.0
2020-05-01T00:00:00+0000,772.77,683.04,755.0,701.32,32531807.0
2020-05-04T00:00:00+0000,762.0,698.0,701.0,761.19,19237090.0
2020-05-05T00:00:00+0000,798.92,762.18,789.79,768.21,16991656.0
2020-05-06T00:00:00+0000,789.8,761.11,776.5,782.58,11123231.0
2020-05-07T00:00:00+0000,796.4,772.35,777.21,780.04,11527686.0
2020-05-08T00:00:00+0000,824.0,787.01,793.77,819.42,16130087.0
2020-05-11T00:00:00+0000,824.0,785.0,790.51,811.29,16519601.0
2020-05-12T00:00:00+0000,843.29,808.0,827.0,809.41,15906905.0
2020-05-13T00:00:00+0000,826.0,763.3,820.83,790.96,19065491.0
2020-05-14T00:00:00+0000,803.36,764.0,780.0,803.33,13682188.0
2020-05-15T00:00:00+0000,805.0486,786.552,790.35,799.17,10518428.0
2020-05-18T00:00:00+0000,834.7201,803.88,827.78,813.63,11698102.0
2020-05-19T00:00:00+0000,822.07,806.08,815.17,808.01,9636522.0
2020-05-20T00:00:00+0000,826.0,811.8,820.5,815.56,7309271.0
2020-05-21T00:00:00+0000,832.5,796.0,816.0,827.6,12182524.0
2020-05-22T00:00:00+0000,831.78,812.0,822.1735,816.88,9987475.0
2020-05-26T00:00:00+0000,834.6,815.705,834.5,818.87,8089736.0
2020-05-27T00:00:00+0000,827.71,785.0,820.86,820.23,11549530.0
2020-05-28T00:00:00+0000,824.75,801.69,813.51,805.81,7275774.0
2020-05-29T00:00:00+0000,835.0,804.21,808.75,835.0,11812489.0
2020-06-01T00:00:00+0000,899.0,854.1,858.0,898.1,15085297.0
2020-06-02T00:00:00+0000,908.66,871.0,894.7,881.56,13565596.0
2020-06-03T00:00:00+0000,897.94,880.1,888.12,882.96,7889316.0
2020-06-04T00:00:00+0000,895.75,858.44,889.88,864.38,8853059.0
2020-06-05T00:00:00+0000,886.52,866.2,877.84,885.66,7743925.0
2020-06-08T00:00:00+0000,950.0,909.16,919.0,949.92,14174727.0
2020-06-09T00:00:00+0000,954.4399,923.931,940.01,940.67,11243154.0
2020-06-10T00:00:00+0000,1027.48,982.5,991.88,1025.05,18563413.0
2020-06-11T00:00:00+0000,1018.96,972.0,990.2,972.84,15916482.0
2020-06-12T00:00:00+0000,987.98,912.6,980.0,935.28,16763374.0
2020-06-15T00:00:00+0000,998.84,908.5,917.79,990.9,15618086.0
2020-06-16T00:00:00+0000,1012.88,962.39,1011.85,982.13,14051078.0
2020-06-17T00:00:00+0000,1005.0,982.571,987.71,991.79,9890800.0
2020-06-18T00:00:00+0000,1019.2,994.4708,1003.0,1003.96,9751936.0
2020-06-19T00:00:00+0000,1015.97,991.34,1012.78,1000.9,8679749.0
2020-06-22T00:00:00+0000,1008.88,990.02,999.95,994.32,6302904.0
2020-06-23T00:00:00+0000,1012.0,994.0101,998.88,1001.78,6291557.0
2020-06-24T00:00:00+0000,1000.88,953.1414,994.11,960.85,10881569.0
2020-06-25T00:00:00+0000,985.98,937.15,954.27,985.98,9152962.0
2020-06-26T00:00:00+0000,995.0,954.87,994.78,959.74,8803092.0
2020-06-29T00:00:00+0000,1010.0,948.5201,969.01,1009.35,8928386.0
2020-06-30T00:00:00+0000,1087.69,1003.73,1006.0,1079.81,16851144.0
2020-07-01T00:00:00+0000,1135.33,1080.5,1083.0,1119.63,13142932.0
2020-07-02T00:00:00+0000,1228.0,1185.6,1221.48,1208.66,16988897.0
2020-07-06T00:00:00+0000,1377.79,1266.04,1276.69,1371.58,19609900.0
2020-07-07T00:00:00+0000,1429.5,1336.71,1405.01,1389.86,21180300.0
2020-07-08T00:00:00+0000,1417.26,1311.34,1405.0,1365.88,16076300.0
2020-07-09T00:00:00+0000,1408.56,1351.28,1396.99,1394.28,11599100.0
2020-07-10T00:00:00+0000,1548.92,1376.01,1396.0,1544.65,22915300.0
2020-07-13T00:00:00+0000,1794.99,1471.11,1659.0,1497.06,38181800.0
2020-07-14T00:00:00+0000,1590.0,1431.0,1556.0,1516.8,22919100.0
2020-07-15T00:00:00+0000,1550.0,1457.0,1543.0,1546.01,15939000.0
2020-07-16T00:00:00+0000,1531.71,1466.0,1477.16,1500.64,14098600.0
2020-07-17T00:00:00+0000,1537.51,1490.0,1513.45,1500.84,9195700.0
2020-07-20T00:00:00+0000,1650.0,1488.0,1519.01,1643.0,16697300.0
2020-07-21T00:00:00+0000,1675.0,1558.0,1639.93,1568.36,16029800.0
2020-07-22T00:00:00+0000,1626.42,1562.0,1599.0,1592.33,11472700.0
2020-07-23T00:00:00+0000,1689.0,1480.77,1678.95,1513.07,24328504.0
2020-07-24T00:00:00+0000,1465.0,1366.5401,1416.01,1417.0,19396616.0
2020-07-27T00:00:00+0000,1547.94,1413.0003,1435.0,1539.6,16048669.0
2020-07-28T00:00:00+0000,1564.7,1474.42,1504.0,1476.49,15808700.0
2020-07-29T00:00:00+0000,1534.81,1487.0,1501.0,1499.11,9426893.0
