date,high,low,open,close,volume
2020-07-30T00:00:00+0000,1513.24,1471.0,1488.0,1487.49,7621039.0
2020-07-31T00:00:00+0000,1517.05,1420.98,1515.0,1430.76,12246960.0
2020-08-03T00:00:00+0000,1509.8101,1444.3844,1449.2,1485.0,8809346.0
2020-08-04T00:00:00+0000,1527.41,1462.0,1495.01,1487.0,8414990.0
2020-08-05T00:00:00+0000,1499.8384,1468.31,1492.99,1485.02,4978015.0
2020-08-06T00:00:00+0000,1517.31,1477.26,1490.83,1489.58,5992313.0
2020-08-07T00:00:00+0000,1499.75,1415.01,1499.5365,1452.71,8896420.0
2020-08-10T00:00:00+0000,1457.5,1385.84,1448.0,1418.57,7522264.0
2020-08-11T00:00:00+0000,1420.0,1365.0,1396.0,1374.39,7292000.0
2020-08-12T00:00:00+0000,1585.0,1435.0,1470.0,1554.76,21680616.0
2020-08-13T00:00:00+0000,1651.18,1567.26,1611.0,1621.0,20029393.0
2020-08-14T00:00:00+0000,1668.8,1626.64,1664.99,1650.71,12493537.0
2020-08-17T00:00:00+0000,1845.86,1672.83,1677.0,1835.64,20023104.0
2020-08-18T00:00:00+0000,1923.9,1845.11,1898.99,1887.09,16367947.0
2020-08-19T00:00:00+0000,1911.0,1841.21,1865.0,1878.53,12111290.0
2020-08-20T00:00:00+0000,2021.99,1857.06,1860.68,2001.83,20433816.0
2020-08-21T00:00:00+0000,2095.49,2025.05,2044.76,2049.98,21241998.0
